Date,Winner,WeightClass,Gender,Finish,RedFighter,BlueFighter,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAge,BlueAge,FinishRound,TotalFightTimeSecs,RedAvgSigStrLanded,BlueAvgSigStrLanded,RedAvgTDLanded,BlueAvgTDLanded,RedOdds,BlueOdds,Year,WinnerHeight,WinnerReach,WinnerAvgStrikes,WinnerAvgTD,WinnerAge,WinnerAgeDiff,BettingResult
,Blue,Welterweight,MALE,KO/TKO,Kevin Jousset,Bryan Battle,188,185,190,196,31,30,2.0,527.0,7.73,5.44,1.05,0.96,1600.0,-1920.0,,185,196,5.44,0.96,30,-1,Favorite
,Red,Featherweight,MALE,KO/TKO,Morgan Charriere,Gabriel Miranda,173,180,175,180,28,34,2.0,327.0,3.87,2.82,2.47,3.85,-5200.0,3900.0,,173,175,3.87,2.47,28,-6,Favorite
,Red,Lightweight,MALE,KO/TKO,Fares Ziam,Matt Frevola,185,175,190,180,27,34,3.0,779.0,2.92,3.37,1.28,2.39,-1250.0,1050.0,,185,190,2.92,1.28,27,-7,Favorite
,Red,Light Heavyweight,MALE,S-DEC,Ion Cutelaba,Ivan Erslan,185,188,190,183,30,32,3.0,900.0,4.29,2.6,4.04,0.1,-1020.0,-1180.0,,185,190,4.29,4.04,30,-2,Underdog
,Red,Light Heavyweight,MALE,U-DEC,Oumar Sy,Da Woon Jung,193,193,211,198,28,30,3.0,900.0,4.81,3.24,3.21,1.59,-6250.0,4550.0,,193,211,4.81,3.21,28,-2,Favorite
,Red,Lightweight,MALE,U-DEC,Ludovit Klein,Roosevelt Roberts,170,188,183,185,29,30,3.0,900.0,3.81,2.84,0.17,1.18,-9500.0,6250.0,,170,183,3.81,0.17,29,-1,Favorite
,Red,Bantamweight,MALE,U-DEC,Taylor Lapilus,Vince Morales,168,170,185,178,32,33,3.0,900.0,4.59,3.98,0.27,0.36,-3600.0,2850.0,,168,185,4.59,0.27,32,-1,Favorite
,Red,Women's Bantamweight,FEMALE,SUB,Ailin Perez,Daria Zhelezniakova,165,175,168,173,29,28,1.0,232.0,2.84,3.29,5.36,0.08,-2450.0,2000.0,,165,168,2.84,5.36,29,1,Favorite
,Red,Flyweight,MALE,U-DEC,Daniel Barez,Victor Altamirano,168,173,168,178,35,33,3.0,900.0,4.1,4.58,2.24,2.88,1050.0,-1250.0,,168,168,4.1,2.24,35,2,Underdog
,Blue,Women's Bantamweight,FEMALE,S-DEC,Nora Cornolle,Jacqueline Cavalcanti,170,173,170,178,34,27,3.0,900.0,3.41,6.02,0.39,0.0,1700.0,-2050.0,,173,178,6.02,0.0,27,-7,Favorite
,Blue,Lightweight,MALE,SUB,Bolaji Oki,Chris Duncan,178,178,185,180,28,31,1.0,214.0,5.63,4.7,2.11,3.53,-1550.0,1300.0,,178,180,4.7,3.53,31,3,Underdog
,Blue,Bantamweight,MALE,U-DEC,Sean O'Malley,Merab Dvalishvili,180,168,183,173,29,33,5.0,1500.0,6.7,4.35,0.29,6.09,1000.0,-1200.0,,168,173,4.35,6.09,33,4,Favorite
,Blue,Women's Flyweight,FEMALE,U-DEC,Alexa Grasso,Valentina Shevchenko,165,165,168,168,31,36,5.0,1500.0,4.19,3.16,0.44,2.74,-1300.0,1100.0,,165,168,3.16,2.74,36,5,Underdog
,Blue,Featherweight,MALE,U-DEC,Brian Ortega,Diego Lopes,173,180,175,183,33,29,3.0,900.0,4.08,4.2,1.07,0.05,1700.0,-2050.0,,180,183,4.2,0.05,29,-4,Favorite
,Blue,Lightweight,MALE,S-DEC,Daniel Zellhuber,Esteban Ribovics,185,178,196,175,25,28,3.0,900.0,6.26,7.53,0.18,0.64,-1980.0,1640.0,,178,175,7.53,0.64,28,3,Underdog
,Red,Flyweight,MALE,U-DEC,Ronaldo Rodriguez,Ode Osbourne,168,170,165,185,25,32,3.0,900.0,2.13,3.26,1.13,1.21,-2050.0,1700.0,,168,165,2.13,1.13,25,-7,Favorite
,Blue,Women's Bantamweight,FEMALE,U-DEC,Irene Aldana,Norma Dumont,175,170,173,170,36,33,3.0,900.0,5.19,3.86,0.15,1.72,1100.0,-1300.0,,170,170,3.86,1.72,33,-3,Favorite
,Blue,Lightweight,MALE,KO/TKO,Manuel Torres,Ignacio Bahamondes,178,190,185,190,29,27,1.0,242.0,7.17,7.17,2.26,0.0,-1300.0,1100.0,,190,190,7.17,0.0,27,-2,Underdog
,Blue,Women's Strawweight,FEMALE,SUB,Yazmin Jauregui,Ketlen Souza,160,160,163,160,25,30,1.0,182.0,6.64,5.11,0.0,0.76,-5350.0,4000.0,,160,160,5.11,0.76,30,5,Underdog
,Blue,Flyweight,MALE,U-DEC,Edgar Chairez,Joshua Van,170,165,180,165,28,22,3.0,900.0,3.45,8.39,0.0,1.62,2250.0,-2780.0,,165,165,8.39,1.62,22,-6,Favorite
,Red,Bantamweight,MALE,U-DEC,Raul Rosas Jr.,Aoriqileng,175,170,170,175,19,31,3.0,900.0,1.55,4.65,4.02,0.12,,,,175,170,1.55,4.02,19,-12,Unknown
2024-07-09,Blue,Welterweight,MALE,U-DEC,Gilbert Burns,Sean Brady,178,178,180,183,38,31,5.0,1500.0,3.17,4.09,0.21,3.49,,,2024.0,178,183,4.09,3.49,31,-7,Unknown
2024-07-09,Blue,Women's Flyweight,FEMALE,U-DEC,Jessica Andrade,Natalia Silva,155,163,157,165,32,27,3.0,900.0,6.44,5.19,2.23,0.04,,,2024.0,163,165,5.19,0.04,27,-5,Unknown
2024-07-09,Red,Featherweight,MALE,KO/TKO,Steve Garcia,Kyle Nelson,183,180,190,180,32,33,1.0,239.0,5.04,3.51,1.17,1.06,,,2024.0,183,190,5.04,1.17,32,-1,Unknown
2024-07-09,Blue,Bantamweight,MALE,SUB,Matt Schnell,Cody Durden,173,170,178,170,34,33,2.0,329.0,4.39,3.35,0.56,4.36,2250.0,-2780.0,2024.0,170,170,3.35,4.36,33,-1,Favorite
2024-07-09,Blue,Lightweight,MALE,U-DEC,Trevor Peek,Yanal Ashmouz,175,175,178,175,29,29,3.0,900.0,4.39,2.94,1.45,0.48,1050.0,-1250.0,2024.0,175,175,2.94,0.48,29,0,Favorite
2024-07-09,Blue,Lightweight,MALE,KO/TKO,Rongzhu,Chris Padilla,175,175,183,188,24,28,2.0,554.0,5.45,5.8,1.85,3.26,-2580.0,2100.0,2024.0,175,188,5.8,3.26,28,4,Underdog
2024-07-09,Red,Featherweight,MALE,SUB,Isaac Dulgarian,Brendon Marotte,170,175,180,178,28,28,2.0,559.0,3.37,4.1,5.15,0.0,-21000.0,11000.0,2024.0,170,180,3.37,5.15,28,0,Favorite
2024-07-09,Blue,Flyweight,MALE,U-DEC,Felipe dos Santos,Andre Lima,170,170,178,170,23,25,3.0,900.0,3.87,3.03,0.0,1.13,1400.0,-1660.0,2024.0,170,170,3.03,1.13,25,2,Favorite
2024-07-09,Blue,Featherweight,MALE,U-DEC,Yizha,Gabriel Santos,170,175,180,178,27,27,3.0,900.0,2.8,4.69,3.54,3.44,2200.0,-2700.0,2024.0,175,178,4.69,3.44,27,0,Favorite
2024-07-09,Red,Women's Strawweight,FEMALE,SUB,Jaqueline Amorim,Vanessa Demopoulos,160,157,173,150,29,35,1.0,208.0,3.05,3.87,1.78,0.41,-2580.0,2100.0,2024.0,160,173,3.05,1.78,29,-6,Favorite
2024-07-09,Red,Middleweight,MALE,U-DEC,Andre Petroski,Dylan Budka,183,183,185,190,33,24,3.0,900.0,2.77,1.07,3.91,2.02,-2980.0,2400.0,2024.0,183,185,2.77,3.91,33,9,Favorite
2024-07-09,Blue,Featherweight,MALE,SUB,Zygimantas Ramaska,Nathan Fletcher,180,170,180,178,27,26,2.0,374.0,9.6,2.25,0.0,9.63,1200.0,-1420.0,2024.0,170,178,2.25,9.63,26,-1,Favorite
,Blue,Middleweight,MALE,U-DEC,Jared Cannonier,Caio Borralho,180,185,196,190,40,31,5.0,1500.0,4.49,3.61,0.42,1.56,2600.0,-3250.0,,185,190,3.61,1.56,31,-9,Favorite
,Blue,Women's Strawweight,FEMALE,U-DEC,Angela Hill,Tabatha Ricci,160,155,163,155,39,29,3.0,900.0,5.46,4.63,0.76,2.99,1600.0,-1920.0,,155,155,4.63,2.99,29,-10,Favorite
,Blue,Middleweight,MALE,KO/TKO,Robert Valentin,Ryan Loder,188,188,196,193,29,33,2.0,409.0,1.5,6.16,0.0,0.22,-1420.0,1200.0,,188,193,6.16,0.22,33,4,Underdog
,Blue,Featherweight,MALE,KO/TKO,Kaan Ofli,Mairon Santos,170,170,168,183,31,24,2.0,390.0,1.85,4.77,0.0,0.0,2000.0,-2450.0,,170,183,4.77,0.0,24,-7,Favorite
,Blue,Welterweight,MALE,KO/TKO,Neil Magny,Michael Morales,190,183,203,201,37,25,1.0,279.0,3.44,5.42,2.15,1.16,6000.0,-9000.0,,183,201,5.42,1.16,25,-12,Favorite
,Blue,Middleweight,MALE,SUB,Edmen Shahbazyan,Gerald Meerschaert,190,185,190,196,26,36,2.0,552.0,3.77,3.13,2.01,2.14,-3250.0,2600.0,,185,196,3.13,2.14,36,10,Underdog
,Blue,Lightweight,MALE,S-DEC,Dennis Buzukja,Francis Marshall,175,175,178,183,26,25,3.0,900.0,4.21,3.69,0.63,2.68,1800.0,-2180.0,,175,183,3.69,2.68,25,-1,Favorite
,Red,Middleweight,MALE,U-DEC,Zachary Reese,Jose Daniel Medina,193,183,196,188,30,33,3.0,900.0,5.06,1.87,4.08,0.05,-9000.0,6000.0,,193,196,5.06,4.08,30,-3,Favorite
,Red,Lightweight,MALE,S-DEC,Viacheslav Borshchev,James Llontop,180,183,175,185,32,25,3.0,900.0,5.4,5.38,0.0,0.0,-2580.0,2100.0,,180,175,5.4,0.0,32,7,Favorite
,Red,Women's Bantamweight,FEMALE,S-DEC,Jacqueline Cavalcanti,Josiane Nunes,173,157,178,170,26,30,3.0,900.0,6.02,5.41,0.0,0.0,-2900.0,2350.0,,173,178,6.02,0.0,26,-4,Favorite
,Red,Women's Flyweight,FEMALE,KO/TKO,Wang Cong,Victoria Leonardo,168,165,168,163,32,34,1.0,62.0,7.07,3.22,3.66,1.57,,,,168,168,7.07,3.66,32,-2,Unknown
,Red,Middleweight,MALE,SUB,Dricus Du Plessis,Israel Adesanya,185,193,193,203,30,35,4.0,1118.0,6.18,4.0,3.04,0.05,-1200.0,1000.0,,185,193,6.18,3.04,30,-5,Favorite
,Red,Flyweight,MALE,KO/TKO,Kai Kara-France,Steve Erceg,163,173,175,173,31,29,1.0,244.0,4.56,4.37,0.61,1.16,2200.0,-2980.0,,163,175,4.56,0.61,31,2,Underdog
,Blue,Lightweight,MALE,S-DEC,Mateusz Gamrot,Dan Hooker,178,183,178,190,33,34,3.0,900.0,3.23,5.03,5.25,0.73,-4450.0,3100.0,,183,190,5.03,0.73,34,1,Underdog
,Blue,Heavyweight,MALE,S-DEC,Tai Tuivasa,Jairzinho Rozenstruik,188,188,190,198,31,36,3.0,900.0,3.77,3.75,0.0,0.0,1950.0,-2600.0,,188,198,3.75,0.0,36,5,Favorite
,Blue,Welterweight,MALE,KO/TKO,Li Jingliang,Carlos Prates,183,185,180,198,36,31,2.0,542.0,4.46,4.71,1.19,0.0,3200.0,-4100.0,,185,198,4.71,0.0,31,-5,Favorite
,Blue,Heavyweight,MALE,SUB,Junior Tafa,Valter Walker,190,198,190,198,27,26,1.0,296.0,3.36,1.86,0.0,4.52,1140.0,-1450.0,,198,198,1.86,4.52,26,-1,Favorite
,Blue,Featherweight,MALE,S-DEC,Josh Culibao,Ricardo Ramos,178,175,185,183,30,29,3.0,900.0,3.41,3.03,0.0,2.77,-1350.0,1050.0,,175,183,3.03,2.77,29,-1,Underdog
,Red,Women's Flyweight,FEMALE,U-DEC,Casey O'Neill,Luana Santos,168,168,175,170,26,24,3.0,900.0,7.89,4.28,1.45,1.62,1240.0,-1600.0,,168,175,7.89,1.45,26,2,Underdog
,Red,Featherweight,MALE,KO/TKO,Jack Jenkins,Herbert Burns,170,175,173,185,30,36,3.0,648.0,4.83,1.86,2.12,2.94,-10500.0,6000.0,,170,173,4.83,2.12,30,-6,Favorite
,Red,Lightweight,MALE,U-DEC,Tom Nolan,Alex Reyes,190,180,185,185,24,37,3.0,900.0,6.68,4.46,0.0,0.15,,,,190,185,6.68,0.0,24,-13,Unknown
,Red,Welterweight,MALE,U-DEC,Song Kenan,Ricky Glenn,183,183,180,178,34,35,3.0,900.0,4.57,3.79,0.43,0.72,,,,183,180,4.57,0.43,34,-1,Unknown
,Blue,Flyweight,MALE,SUB,Stewart Nicoll,Jesus Aguilar,165,163,165,157,29,28,1.0,159.0,3.02,1.46,5.66,1.75,,,,163,157,1.46,1.75,28,-1,Unknown
2024-10-08,Blue,Heavyweight,MALE,SUB,Marcin Tybura,Serghei Spivac,190,190,198,198,38,29,1.0,104.0,3.57,3.51,1.42,4.63,1240.0,-1600.0,2024.0,190,198,3.51,4.63,29,-9,Favorite
2024-10-08,Blue,Featherweight,MALE,U-DEC,Damon Jackson,Chepe Mariscal,180,170,180,175,36,31,3.0,900.0,2.9,4.75,2.34,3.09,1520.0,-1800.0,2024.0,170,175,4.75,3.09,31,-5,Favorite
2024-10-08,Red,Welterweight,MALE,S-DEC,Danny Barlow,Nikolay Veretennikov,188,185,201,190,29,34,3.0,900.0,5.72,3.4,0.0,0.0,-4250.0,3000.0,2024.0,188,201,5.72,0.0,29,-5,Favorite
2024-10-08,Red,Bantamweight,MALE,U-DEC,Chris Gutierrez,Quang Le,175,168,170,178,33,32,3.0,900.0,4.72,1.07,0.26,0.2,-7200.0,4500.0,2024.0,175,170,4.72,0.26,33,1,Favorite
2024-10-08,Red,Women's Bantamweight,FEMALE,U-DEC,Yana Santos,Chelsea Chandler,168,173,173,173,34,33,3.0,900.0,4.42,3.53,0.97,0.91,,,2024.0,168,173,4.42,0.97,34,1,Unknown
2024-10-08,Red,Bantamweight,MALE,SUB,Toshiomi Kazama,Charalampos Grigoriou,170,170,175,170,27,32,2.0,415.0,1.72,2.62,1.68,2.62,,,2024.0,170,175,1.72,1.68,27,-5,Unknown
2024-10-08,Red,Women's Bantamweight,FEMALE,U-DEC,Karol Rosa,Pannie Kianzad,165,170,170,168,29,32,3.0,900.0,6.49,4.88,0.12,0.41,,,2024.0,165,170,6.49,0.12,29,-3,Unknown
2024-10-08,Red,Heavyweight,MALE,U-DEC,Jhonata Diniz,Karl Williams,193,190,201,201,33,34,3.0,900.0,4.09,2.68,0.0,0.42,,,2024.0,193,201,4.09,0.0,33,-1,Unknown
2024-10-08,Red,Featherweight,MALE,SUB,Youssef Zalal,Jarno Errens,178,180,183,185,27,29,1.0,232.0,2.87,3.29,2.33,0.0,,,2024.0,178,183,2.87,2.33,27,-2,Unknown
2024-10-08,Red,Women's Strawweight,FEMALE,U-DEC,Stephanie Luciano,Talita Alencar,168,155,165,147,24,33,3.0,900.0,5.3,2.49,0.05,0.2,,,2024.0,168,165,5.3,0.05,24,-9,Unknown
2024-03-08,Blue,Bantamweight,MALE,U-DEC,Cory Sandhagen,Umar Nurmagomedov,180,173,178,175,32,28,5.0,1500.0,5.02,4.46,1.19,3.98,2800.0,-3950.0,2024.0,173,175,4.46,3.98,28,-4,Favorite
2024-03-08,Red,Middleweight,MALE,U-DEC,Shara Magomedov,Michal Oleksiejczuk,188,183,185,188,30,29,3.0,900.0,6.82,5.08,0.0,1.08,-3450.0,2500.0,2024.0,188,185,6.82,0.0,30,1,Favorite
2024-03-08,Blue,Bantamweight,MALE,U-DEC,Marlon Vera,Deiveson Figueiredo,173,165,178,173,31,36,3.0,900.0,4.27,3.01,0.51,1.68,1240.0,-1480.0,2024.0,165,173,3.01,1.68,36,5,Favorite
2024-03-08,Blue,Welterweight,MALE,SUB,Tony Ferguson,Michael Chiesa,180,185,193,190,40,36,1.0,224.0,4.91,1.86,0.39,3.35,3600.0,-5400.0,2024.0,185,190,1.86,3.35,36,-4,Favorite
2024-03-08,Red,Women's Strawweight,FEMALE,U-DEC,Mackenzie Dern,Loopy Godinez,163,157,160,155,31,30,3.0,900.0,3.43,4.16,0.88,2.95,-1400.0,1100.0,2024.0,163,160,3.43,0.88,31,1,Favorite
2024-03-08,Red,Lightweight,MALE,KO/TKO,Joel Alvarez,Elves Brener,190,178,196,183,31,26,3.0,816.0,4.39,3.99,0.0,1.23,-1660.0,1300.0,2024.0,190,196,4.39,0.0,31,5,Favorite
2024-03-08,Red,Light Heavyweight,MALE,KO/TKO,Azamat Murzakanov,Alonzo Menifield,178,183,180,193,35,36,2.0,498.0,4.72,3.77,0.62,0.63,-2980.0,2400.0,2024.0,178,180,4.72,0.62,35,-1,Favorite
2024-03-08,Blue,Lightweight,MALE,KO/TKO,Mohammad Yahya,Kaue Fernandes,175,175,185,185,30,29,1.0,285.0,2.38,3.04,0.76,0.76,2500.0,-3450.0,2024.0,175,185,3.04,0.76,29,-1,Favorite
2024-03-08,Red,Heavyweight,MALE,U-DEC,Shamil Gaziev,Don'Tale Mayes,193,198,198,206,34,32,3.0,900.0,2.43,3.51,1.03,0.65,-14500.0,7500.0,2024.0,193,198,2.43,1.03,34,2,Favorite
2024-03-08,Red,Lightweight,MALE,U-DEC,Guram Kutateladze,Jordan Vucenic,180,178,183,185,32,28,3.0,900.0,3.95,2.27,0.77,0.0,-1600.0,1240.0,2024.0,180,183,3.95,0.77,32,4,Favorite
2024-03-08,Blue,Women's Strawweight,FEMALE,S-DEC,Viktoriia Dudakova,Sam Hughes,165,165,170,163,25,32,3.0,900.0,3.45,4.33,2.63,0.85,-2300.0,1750.0,2024.0,165,163,4.33,0.85,32,7,Underdog
2024-03-08,Red,Lightweight,MALE,U-DEC,Jai Herbert,Rolando Bedoya,185,180,196,188,36,27,3.0,900.0,3.16,7.29,0.05,0.0,-1200.0,-1100.0,2024.0,185,196,3.16,0.05,36,9,Favorite
2024-03-08,Red,Middleweight,MALE,U-DEC,Sedriques Dumas,Denis Tiuliulin,188,185,201,196,28,36,3.0,900.0,2.15,3.61,1.31,0.96,-2380.0,1950.0,2024.0,188,201,2.15,1.31,28,-8,Favorite
,Blue,Welterweight,MALE,U-DEC,Leon Edwards,Belal Muhammad,188,180,188,183,32,36,5.0,1500.0,2.68,4.39,1.25,2.28,-2700.0,2000.0,,180,183,4.39,2.28,36,4,Underdog
,Red,Heavyweight,MALE,KO/TKO,Tom Aspinall,Curtis Blaydes,196,193,198,203,31,33,1.0,60.0,8.07,3.54,3.27,5.69,-4250.0,3000.0,,196,198,8.07,3.27,31,-2,Favorite
,Blue,Lightweight,MALE,SUB,King Green,Paddy Pimblett,178,178,180,185,37,29,1.0,202.0,6.43,4.94,1.23,0.91,,-1950.0,,178,185,4.94,0.91,29,-8,Unknown
,Blue,Middleweight,MALE,U-DEC,Christian Leroy Duncan,Gregory Rodrigues,188,190,201,190,29,32,3.0,900.0,4.71,5.52,0.31,2.74,-1200.0,1000.0,,190,190,5.52,2.74,32,3,Underdog
,Red,Featherweight,MALE,U-DEC,Arnold Allen,Giga Chikadze,173,183,178,188,30,35,3.0,900.0,3.45,3.92,0.93,0.21,-2700.0,2200.0,,173,178,3.45,0.93,30,-5,Favorite
,Red,Featherweight,MALE,U-DEC,Nathaniel Wood,Daniel Pineda,168,170,175,175,31,38,3.0,900.0,5.75,2.85,1.56,1.42,-4750.0,3250.0,,168,175,5.75,1.56,31,-7,Favorite
,Blue,Women's Strawweight,FEMALE,U-DEC,Molly McCann,Bruna Brasil,163,168,157,165,34,30,3.0,900.0,5.39,2.94,1.84,1.93,-3450.0,2500.0,,168,165,2.94,1.93,30,-4,Underdog
,Red,Bantamweight,MALE,U-DEC,Jake Hadley,Caolan Loughran,170,168,178,173,27,28,3.0,900.0,3.8,5.64,0.33,0.2,1950.0,-2380.0,,170,178,3.8,0.33,27,-1,Underdog
,Red,Flyweight,MALE,U-DEC,Muhammad Mokaev,Manel Kape,170,165,178,173,23,30,3.0,900.0,1.61,4.44,5.29,0.54,-2200.0,1700.0,,170,178,1.61,5.29,23,-7,Favorite
,Red,Welterweight,MALE,U-DEC,Oban Elliott,Preston Parsons,183,180,183,180,26,29,3.0,900.0,3.82,3.5,2.67,3.53,,,,183,183,3.82,2.67,26,-3,Unknown
,Red,Light Heavyweight,MALE,SUB,Modestas Bukauskas,Marcin Prachnio,190,190,198,188,30,36,3.0,792.0,3.21,5.57,0.38,0.15,,,,190,198,3.21,0.38,30,-6,Unknown
,Red,Welterweight,MALE,SUB,Sam Patterson,Kiefer Crosbie,190,180,198,178,28,34,1.0,170.0,2.66,6.27,1.94,0.0,,,,190,198,2.66,1.94,28,-6,Unknown
,Red,Heavyweight,MALE,KO/TKO,Mick Parkin,Lukasz Brzeski,193,193,201,198,28,32,1.0,203.0,4.91,4.9,1.49,0.46,,,,193,201,4.91,1.49,28,-4,Unknown
,Red,Women's Strawweight,FEMALE,S-DEC,Shauna Bannon,Alice Ardelean,165,160,165,157,30,32,3.0,900.0,4.37,4.97,0.0,0.1,,,,165,165,4.37,0.0,30,-2,Unknown
,Blue,Women's Strawweight,FEMALE,SUB,Amanda Lemos,Virna Jandiroba,163,160,165,163,37,36,2.0,588.0,3.16,2.12,0.09,2.29,-1100.0,-1200.0,,160,163,2.12,2.29,36,-1,Favorite
,Red,Featherweight,MALE,KO/TKO,Steve Garcia,SeungWoo Choi,183,183,190,188,32,31,1.0,96.0,5.04,3.51,1.17,0.86,-1750.0,1450.0,,183,190,5.04,1.17,32,1,Favorite
,Red,Lightweight,MALE,U-DEC,Kurt Holobaugh,Kaynan Kruschewsky,180,183,178,185,37,33,3.0,900.0,4.63,5.67,0.76,2.74,1240.0,-1600.0,,180,178,4.63,0.76,37,4,Underdog
,Blue,Flyweight,MALE,KO/TKO,Cody Durden,Bruno Silva,170,163,170,165,33,34,2.0,478.0,3.35,3.32,4.36,2.26,1240.0,-1600.0,,163,165,3.32,2.26,34,1,Favorite
,Red,Featherweight,MALE,KO/TKO,Dooho Choi,Bill Algeo,178,183,178,185,33,35,2.0,518.0,4.41,5.88,0.75,1.03,1900.0,-2300.0,,178,178,4.41,0.75,33,-2,Underdog
,Blue,Featherweight,MALE,KO/TKO,JeongYeong Lee,Hyder Amil,178,175,185,178,28,34,1.0,65.0,2.84,6.31,0.93,0.64,-2180.0,1800.0,,175,178,6.31,0.64,34,6,Underdog
,Blue,Bantamweight,MALE,SUB,Brian Kelleher,Cody Gibson,168,178,168,180,37,36,1.0,238.0,3.31,3.96,1.68,1.61,,,,178,180,3.96,1.61,36,-1,Unknown
,Red,Women's Flyweight,FEMALE,U-DEC,Miranda Maverick,Dione Barbosa,160,168,165,168,27,32,3.0,900.0,3.59,1.85,2.43,1.73,,,,160,165,3.59,2.43,27,-5,Unknown
,Blue,Lightweight,MALE,U-DEC,Loik Radzhabov,Trey Ogden,180,180,175,183,33,34,3.0,900.0,2.89,3.07,4.65,2.04,,,,180,183,3.07,2.04,34,1,Unknown
,Red,Women's Flyweight,FEMALE,U-DEC,Luana Carolina,Lucie Pudilova,168,173,175,170,31,30,3.0,900.0,4.81,3.6,0.34,0.07,,,,168,175,4.81,0.34,31,1,Unknown
,Blue,Heavyweight,MALE,U-DEC,Mohammed Usman,Thomas Petersen,188,185,201,188,35,29,3.0,900.0,3.41,4.32,0.69,2.49,,,,185,188,4.32,2.49,29,-6,Unknown
,Red,Women's Flyweight,FEMALE,U-DEC,Rose Namajunas,Tracy Cortez,165,165,165,165,32,30,5.0,1500.0,3.7,3.72,1.55,2.09,-2700.0,2000.0,,165,165,3.7,1.55,32,2,Favorite
,Blue,Welterweight,MALE,S-DEC,Santiago Ponzinibbio,Muslim Salikhov,183,180,185,178,37,40,3.0,900.0,4.74,3.32,0.59,1.12,-1880.0,1450.0,,180,178,3.32,1.12,40,3,Underdog
,Blue,Lightweight,MALE,KO/TKO,Drew Dober,Jean Silva,173,170,178,175,35,27,3.0,688.0,4.39,5.37,0.67,0.81,-1100.0,-1100.0,,170,175,5.37,0.81,27,-8,PickEm
,Red,Welterweight,MALE,U-DEC,Gabriel Bonfim,Ange Loosa,185,178,183,188,26,31,3.0,900.0,5.78,5.6,2.92,2.41,-4100.0,3200.0,,185,183,5.78,2.92,26,-5,Favorite
,Red,Featherweight,MALE,SUB,Julian Erosa,Christian Rodriguez,185,170,188,180,34,26,1.0,289.0,6.18,3.65,1.69,1.07,2200.0,-2700.0,,185,188,6.18,1.69,34,8,Underdog
,Blue,Flyweight,MALE,KO/TKO,Joshua Van,Charles Johnson,165,175,165,178,22,33,3.0,620.0,8.39,4.77,1.62,0.56,-2700.0,2200.0,,175,178,4.77,0.56,33,11,Underdog
,Red,Women's Flyweight,FEMALE,U-DEC,Jasmine Jasudavicius,Fatima Kline,170,168,173,170,35,24,3.0,900.0,3.79,2.6,2.39,0.1,-1600.0,1240.0,,170,173,3.79,2.39,35,11,Favorite
,Red,Bantamweight,MALE,KO/TKO,Montel Jackson,Da'Mon Blackshear,178,178,190,183,32,29,1.0,18.0,3.39,4.28,3.41,2.33,-1150.0,-1050.0,,178,190,3.39,3.41,32,3,Favorite
,Red,Women's Flyweight,FEMALE,SUB,Luana Santos,Mariya Agapova,168,168,170,173,24,27,1.0,207.0,4.28,4.43,1.62,0.55,-4250.0,3000.0,,168,170,4.28,1.62,24,-3,Favorite
,Blue,Middleweight,MALE,U-DEC,Josh Fremd,Andre Petroski,193,183,193,185,30,33,3.0,900.0,2.52,2.77,0.66,3.91,,,,183,185,2.77,3.91,33,3,Unknown
,Red,Welterweight,MALE,SUB,Evan Elder,Darrius Flowers,178,175,183,180,27,29,2.0,406.0,5.02,3.07,0.63,0.98,,,,178,183,5.02,0.63,27,-2,Unknown
,Red,Light Heavyweight,MALE,KO/TKO,Alex Pereira,Jiri Prochazka,193,190,201,203,36,31,2.0,313.0,5.46,5.38,0.14,0.72,-1450.0,1140.0,,193,201,5.46,0.14,36,5,Favorite
,Blue,Light Heavyweight,MALE,U-DEC,Anthony Smith,Roman Dolidze,193,188,193,193,35,35,3.0,900.0,3.24,3.16,0.46,1.33,1140.0,-1450.0,,188,193,3.16,1.33,35,0,Favorite
,Blue,Women's Bantamweight,FEMALE,KO/TKO,Mayra Bueno Silva,Macy Chiasson,168,180,168,183,32,32,2.0,418.0,4.01,3.77,0.64,2.37,-1050.0,-1250.0,,180,183,3.77,2.37,32,0,Favorite
,Red,Welterweight,MALE,U-DEC,Ian Machado Garry,Michael Page,190,190,188,201,26,37,3.0,900.0,5.5,2.38,0.77,0.44,-2000.0,1540.0,,190,188,5.5,0.77,26,-11,Favorite
,Red,Middleweight,MALE,KO/TKO,Joe Pyfer,Marc-Andre Barriault,188,185,190,188,27,34,1.0,85.0,3.72,6.12,1.45,0.21,-3450.0,2500.0,,188,190,3.72,1.45,27,-7,Favorite
,Blue,Featherweight,MALE,S-DEC,Cub Swanson,Andre Fili,173,180,178,188,40,34,3.0,900.0,4.67,3.88,1.04,2.15,1800.0,-2380.0,,180,188,3.88,2.15,34,-6,Favorite
,Blue,Featherweight,MALE,KO/TKO,Charles Jourdain,Jean Silva,175,170,175,175,28,27,2.0,382.0,5.48,5.37,0.35,0.81,-1350.0,1140.0,,170,175,5.37,0.81,27,-1,Underdog
,Red,Bantamweight,MALE,KO/TKO,Payton Talbott,Yanis Ghemmouri,178,175,178,175,25,29,1.0,19.0,8.38,2.29,0.0,0.0,-17500.0,8500.0,,178,178,8.38,0.0,25,-4,Favorite
,Blue,Women's Strawweight,FEMALE,U-DEC,Michelle Waterson-Gomez,Gillian Robertson,160,165,157,160,38,29,3.0,900.0,3.42,2.83,1.39,2.48,,,,165,160,2.83,2.48,29,-9,Unknown
